close_year,brokerage,listing_sides,listing_volume,close_price_missing,total_listing_sides,total_listing_volume,market_share_sides,market_share_volume
2015,Compass,2749,4634862111.0,4,192792,129092547731.69,0.014258890410390473,0.035903405676315586
2015,Keller Williams,15007,9912599448.0,2,192792,129092547731.69,0.07784036682020001,0.0767867674949189
2015,Coldwell Banker,17080,15031141841.0,4,192792,129092547731.69,0.08859288767168762,0.11643694469677054
2015,RE/MAX,14359,8704835386.0,0,192792,129092547731.69,0.07447923150338188,0.06743096746446126
2015,Berkshire Hathaway,6804,5894541435.0,0,192792,129092547731.69,0.035291920826590314,0.045661361082216766
2015,Century 21,12933,5658360931.0,1,192792,129092547731.69,0.06708265903149509,0.0438318170213862
2015,Sotheby's,4073,5579801384.0,0,192792,129092547731.69,0.021126395286111457,0.0432232648750355
2015,eXp,132,89666858.0,0,192792,129092547731.69,0.0006846757126851736,0.0006945936041665736
2015,Redfin,442,275325843.0,0,192792,129092547731.69,0.0022926262500518693,0.0021327787532108037
2015,Others,119213,73311412494.69,6,192792,129092547731.69,0.6183503464874062,0.5678980993315179
2016,Compass,3116,5314795509.0,7,196149,136636596723.01001,0.01588588267082677,0.03889730596682062
2016,Keller Williams,16433,11388421153.79,1,196149,136636596723.01001,0.08377814824444682,0.0833482494948014
2016,Coldwell Banker,16543,14425580972.0,4,196149,136636596723.01001,0.0843389464131859,0.10557626081132251
2016,RE/MAX,15214,9424893154.4,0,196149,136636596723.01001,0.07756348490178384,0.06897780960913541
2016,Berkshire Hathaway,7162,6211296605.0,0,196149,136636596723.01001,0.03651305895008387,0.04545851370692109
2016,Century 21,12357,5651686936.0,0,196149,136636596723.01001,0.06299802701007907,0.041362907680268936
2016,Sotheby's,4154,5800715470.25,1,196149,136636596723.01001,0.021177778117655456,0.042453600348442685
2016,eXp,167,128863791.0,0,196149,136636596723.01001,0.0008513935834493166,0.0009431132953438013
2016,Redfin,729,477932143.0,0,196149,136636596723.01001,0.003716562409188933,0.0034978340683416245
2016,Others,120274,77812410988.57,9,196149,136636596723.01001,0.6131767176993,0.5694844050186019
2017,Compass,3440,6335587603.0,2,199434,149250601810.62,0.017248814144027597,0.04244932701202139
2017,Keller Williams,17380,13012301251.38,0,199434,149250601810.62,0.08714662494860455,0.08718424645209104
2017,Coldwell Banker,16769,15172899608.27,0,199434,149250601810.62,0.0840829547619764,0.10166055898067652
2017,RE/MAX,15360,9876488547.0,0,199434,149250601810.62,0.07701796082914648,0.06617386078973407
2017,Berkshire Hathaway,7223,6558148458.71,1,199434,149250601810.62,0.03621749551229981,0.04394051601233377
2017,Century 21,12117,5884253546.190001,1,199434,149250601810.62,0.06075694214627395,0.03942532542452572
2017,Sotheby's,4344,6432245078.99,1,199434,149250601810.62,0.02178164204699299,0.04309694568033769
2017,eXp,221,152906983.0,0,199434,149250601810.62,0.0011081360249506102,0.001024498267645309
2017,Redfin,1102,776648545.0,0,199434,149250601810.62,0.005525637554278608,0.005203654361042163
2017,Others,121478,85049122189.08,4,199434,149250601810.62,0.609113792031449,0.5698410670195924
2018,Compass,4393,8189339201.0,1,186904,149335265248.8,0.02350404485725292,0.05483861556315016
2018,Keller Williams,16101,12678821017.5,0,186904,149335265248.8,0.08614582887471643,0.08490172094566178
2018,Coldwell Banker,16081,15636998232.85,2,186904,149335265248.8,0.08603882206908359,0.10471068710259417
2018,RE/MAX,13813,9308572288.67,0,186904,149335265248.8,0.07390425031031973,0.06233338303020024
2018,Berkshire Hathaway,6363,6172240916.64,0,186904,149335265248.8,0.03404421521208749,0.04133143572187547
2018,Century 21,10952,5552646854.81,0,186904,149335265248.8,0.05859692676454222,0.03718242201906572
2018,Sotheby's,4121,6441186946.51,0,186904,149335265248.8,0.02204875230064632,0.04313239030163881
2018,eXp,957,715159379.0,0,186904,149335265248.8,0.00512027564953131,0.004788951744308411
2018,Redfin,1599,1176170296.0,0,186904,149335265248.8,0.008555194110345417,0.007876038483210524
2018,Others,112524,83464130115.81999,1,186904,149335265248.8,0.6020416898514745,0.5589043550882947
2019,Compass,8013,12881239877.0,0,189560,152777605422.2,0.042271576281916017,0.08431366522209044
2019,Keller Williams,16730,12999656392.6,1,189560,152777605422.2,0.08825701624815362,0.08508875601679662
2019,Coldwell Banker,16238,14929918157.31,0,189560,152777605422.2,0.08566153196876979,0.09772321091203949
2019,RE/MAX,14103,9484424831.65,0,189560,152777605422.2,0.07439860730111839,0.06207994166055848
2019,Berkshire Hathaway,6446,6129065567.0,0,189560,152777605422.2,0.03400506435956953,0.0401175653333639
2019,Century 21,9501,5072373656.5,0,189560,152777605422.2,0.050121333614686646,0.03320102866177622
2019,Sotheby's,4353,6355415536.5,0,189560,152777605422.2,0.02296370542308504,0.04159913044151233
2019,eXp,1893,1264263824.27,0,189560,152777605422.2,0.009986284026165857,0.00827519073084183
2019,Redfin,2081,1517970218.0,0,189560,152777605422.2,0.010978054441865372,0.009935816272320137
2019,Others,110202,82143277361.37,1,189560,152777605422.2,0.5813568263346698,0.5376656947487004
2020,Compass,12924,20841050070.89,0,199797,180216758135.45,0.0646856559407799,0.11564435120526345
2020,Keller Williams,17485,14842674458.21,0,199797,180216758135.45,0.08751382653393194,0.08236012350779454
2020,Coldwell Banker,15981,15754855256.65,0,199797,180216758135.45,0.07998618597876846,0.08742169940050042
2020,RE/MAX,14383,10611000430.44,0,199797,180216758135.45,0.07198806788890724,0.05887909948121931
2020,Berkshire Hathaway,6882,7115606409.82,0,199797,180216758135.45,0.0344449616360606,0.03948360010156184
2020,Century 21,8521,5054625323.06,0,199797,180216758135.45,0.042648288012332516,0.028047476690602598
2020,Sotheby's,4863,8075095092.97,0,199797,180216758135.45,0.02433970480037238,0.04480768146378929
2020,eXp,3213,2361501460.29,0,199797,180216758135.45,0.016081322542380518,0.01310367295873288
2020,Redfin,2399,1843600296.0,0,199797,180216758135.45,0.012007187295104532,0.010229904893829902
2020,Others,113146,93716749337.12,2,199797,180216758135.45,0.5663047993713619,0.5200223902967057
2021,Compass,16333,31531765886.5,0,228718,252505784425.61,0.07141108264325502,0.12487542001553427
2021,Keller Williams,20073,20520083713.33,0,228718,252505784425.61,0.08776309691410383,0.08126579658366348
2021,Coldwell Banker,17269,21301552757.35,0,228718,252505784425.61,0.07550345840729632,0.08436065259180464
2021,RE/MAX,15174,13698679378.52,0,228718,252505784425.61,0.06634370709782351,0.05425095274423596
2021,Berkshire Hathaway,7449,9183256138.25,0,228718,252505784425.61,0.03256849045549541,0.03636849808862677
2021,Century 21,8621,6087036113.26,0,228718,252505784425.61,0.03769270455320526,0.024106521468831084
2021,Sotheby's,5065,10131661619.15,0,228718,252505784425.61,0.022145174406911567,0.040124473354925694
2021,eXp,6367,5838038990.25,0,228718,252505784425.61,0.027837774027404928,0.023120416839282065
2021,Redfin,2896,2740625245.5,0,228718,252505784425.61,0.012661880569085075,0.010853712724776837
2021,Others,129471,131473084583.5,1,228718,252505784425.61,0.566072630925419,0.5206735555883193
2022,Compass,11929,24327839906.32,2,171397,199734744862.93,0.06959865108490813,0.12180074089270361
2022,Keller Williams,14344,15394407106.7,0,171397,199734744862.93,0.08368874601072364,0.07707425724685292
2022,Coldwell Banker,12305,16720087684.68,0,171397,199734744862.93,0.07179238843153614,0.08371146290123098
2022,RE/MAX,10628,10233163905.43,0,171397,199734744862.93,0.062008086489261774,0.0512337696300792
2022,Berkshire Hathaway,5202,6990577817.6,0,171397,199734744862.93,0.030350589566911907,0.034999307818964376
2022,Century 21,6367,4856266930.5,0,171397,199734744862.93,0.03714767469675665,0.024313581164021627
2022,Sotheby's,3500,7410390101.82,0,171397,199734744862.93,0.02042042742871812,0.03710115687135684
2022,eXp,6447,6071299196.0,1,171397,199734744862.93,0.03761442732369878,0.030396810530719083
2022,Redfin,2214,2197050463.77,0,171397,199734744862.93,0.012917378950623407,0.01099984114069762
2022,Others,98461,105533661750.11,1,171397,199734744862.93,0.5744616300168615,0.5283690718033738
2023,Compass,8950,17453285790.43,0,133819,153586106637.36,0.06688138455675204,0.1136384414746566
2023,Keller Williams,11171,11953893598.7,0,133819,153586106637.36,0.0834784298193829,0.07783186813195904
2023,Coldwell Banker,9874,13310150395.5,0,133819,153586106637.36,0.0737862336439519,0.08666246372744689
2023,RE/MAX,8045,7735975988.43,0,133819,153586106637.36,0.0601185182971028,0.050368982962083995
2023,Berkshire Hathaway,3893,5185044855.27,0,133819,153586106637.36,0.029091534087087784,0.033759856075476116
2023,Century 21,4693,3480959511.53,0,133819,153586106637.36,0.035069758405009754,0.022664546863923517
2023,Sotheby's,2819,5720290646.6,0,133819,153586106637.36,0.02106576794027754,0.03724484441881499
2023,eXp,5905,5532616569.95,0,133819,153586106637.36,0.044126768246661535,0.0360228974552584
2023,Redfin,1493,1460622862.5,0,133819,153586106637.36,0.011156861133321875,0.009510123633440044
2023,Others,76976,81753266418.45,0,133819,153586106637.36,0.5752247438704519,0.5322959752569405
2024,Compass,9699,19689599934.6,0,138415,169235155097.47,0.07007188527254994,0.11634462073355792
2024,Keller Williams,11140,12601612062.05,0,138415,169235155097.47,0.08048260665390312,0.07446214147877357
2024,Coldwell Banker,9593,14028326785.7,0,138415,169235155097.47,0.06930607231875158,0.08289250999664029
2024,RE/MAX,7868,8040395374.75,0,138415,169235155097.47,0.0568435501932594,0.04751019591714961
2024,Berkshire Hathaway,4082,5583876322.5,0,138415,169235155097.47,0.02949102337174439,0.032994777706109576
2024,Century 21,4406,3406573259.0,0,138415,169235155097.47,0.03183181013618466,0.020129229397036354
2024,Sotheby's,2920,6235041538.84,0,138415,169235155097.47,0.021095979481992558,0.03684247244757725
2024,eXp,6300,6220695144.3,0,138415,169235155097.47,0.0455152981974497,0.03675770049501374
2024,Redfin,1513,1622787893.01,0,138415,169235155097.47,0.01093089621789546,0.00958895267401956
2024,Others,80894,91806246782.72,0,138415,169235155097.47,0.5844308781562692,0.5424773991541222
2025,Compass,9783,20108152374.41,0,135082,167119497606.33002,0.07242267659643772,0.12032200109754494
2025,Keller Williams,10592,11602695665.55,0,135082,167119497606.33002,0.07841163145348751,0.06942754036325276
2025,Coldwell Banker,9331,13332841167.72,0,135082,167119497606.33002,0.06907656090374735,0.0797802851174619
2025,RE/MAX,6959,6879509346.42,0,135082,167119497606.33002,0.05151685642794747,0.04116521079201368
2025,Berkshire Hathaway,3855,5593853208.67,0,135082,167119497606.33002,0.02853822122858708,0.03347217583101519
2025,Century 21,4480,3464571314.0,0,135082,167119497606.33002,0.03316504049392221,0.020731101778209103
2025,Sotheby's,2984,6453192477.1,0,135082,167119497606.33002,0.022090285900416045,0.038614240525670245
2025,eXp,5995,5992009097.99,0,135082,167119497606.33002,0.044380450393094566,0.03585463805129964
2025,Redfin,1401,1496514577.0,0,135082,167119497606.33002,0.010371478065175226,0.008954757514441667
2025,Others,79702,92196158377.47,0,135082,167119497606.33002,0.5900267985371849,0.5516780489290908
